Features,Kilowatts,Cylinder Layout,Finance Price,Mileage,Gears,Fuel Type,No of Seats,Registration Year,Colour,No of Doors,Spare Key,Fuel Consumption,Dekra,Variant,Drive,Body Type,Vehicle Service History,id,Maintenance plan,Fuel Tank Capacity,Parking bay number,Category,Price,Make,NaTIS Vehicle status,Engine Capacity,Branch,Warranty,Model,Transmission
[],136 kW,I4,R 6 868  p/m,59 000km,8,Diesel,5,2020,White,5,Yes,,Dekra Platinum,2.0 CRDi Ignite + Auto,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",E90C11735,,62 l,Near: RIC G080, A,R 357 900 ,KIA,,1995 cc,Richmond (WC),2025/08/29,Sportage,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",140 kW,I4,R 6 759  p/m,90 000km,8,Diesel,5,2017,Silver,5,Yes,4.5 l/100km,Dekra Platinum,sDrive20d Auto (F48),F,Sports Utility Vehicle (SUV),"Complete, Up To Date",A25C14329,,63 l,, A,R 351 900 ,BMW,,1995 cc,George (WC),,X1,Automatic
['CarPlay or Android Auto'],110 kW,I4,R 6 813  p/m,39 327km,6,Petrol,5,2019,White,5,Yes,6.1 l/100km,Dekra Platinum,1.4 TSI Trendline DSG (110 KW),F,Sports Utility Vehicle (SUV),Partial but Up to Date,518502519,,58 l,JBS c019, A,R 354 900 ,Volkswagen,,1395 cc,JHB South (GP),,Tiguan,Automatic
[],209 kW,V6,R 6 759  p/m,122 700km,5,Petrol,4,2016,Orange,2,Yes,11.15 l/100km,Dekra Gold,Sahara 3.6l V6 Auto 2DR,FR,Recreational Vehicle,"Complete, Up To Date",81A511888,,70 l,, A,R 351 900 ,Jeep,,3604 cc,Midstream (GP),,Wrangler,Automatic
"['Reverse camera', 'Auto stop-start']",96 kW,I3,R 6 813  p/m,41 000km,6,Petrol,5,2022,Grey,5,Yes,6.5 l/100km,Dekra Platinum,GT 1.2T Auto,F,Hatchback,"Complete, Up To Date",473805431,,44 l,, A,R 354 900 ,Peugeot,,1199 cc,JHB South (GP),2024/12/31,2008,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",103 kW,I4,R 6 795  p/m,29 000km,,Petrol,5,2021,Silver,5,Yes,6.8 l/100km,Dekra Platinum,1.8 XR,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",47E405231,,47 l,GER F029, A,R 353 900 ,Toyota,,1798 cc,Germiston (GP),,Corolla Cross,Automatic
[],,,R 6 740  p/m,31 000km,,,,2021,White,, No,,Dekra Platinum,2.0 Diesel 4x4 Higline LTD edition,,,"Complete, Up To Date",AC2E06622,,,, A,R 350 900 ,GWM,,,Germiston (GP),2026/09/09,P-Series,
[],110 kW,I4,R 6 759  p/m,159 900km,6,Diesel,7,2017,White,5,Yes,7.9 l/100km,Dekra Gold,2.4gd-6 R/B Auto,R,Sports Utility Vehicle (SUV),"Complete, Up To Date",7C7813980,,80 l,Near: DOM B001 Upstairs, A,R 351 900 ,Toyota,,2393 cc,Dome (GP),,Fortuner,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",89 kW,I4,R 6 795  p/m,30 000km,,Hybrid,5,2022,Bronze,5,Yes,3.7 l/100km,Dekra Platinum,1.5 Hybrid E-CVT,F,Hatchback,"Complete, Up To Date",4BFC13353,,40 l,, A,R 353 900 ,Honda,,1498 cc,Silver Lakes (GP),2024/10/10,FIT,Automatic
[],110 kW,I4,R 6 759  p/m,164 000km,6,Diesel,7,2018,White,5, No,7.9 l/100km,Dekra Gold,2.4gd-6 R/B Auto,R,Sports Utility Vehicle (SUV),Complete but Due,1E1611935,,80 l,JBS E015, A,R 351 900 ,Toyota,,2393 cc,JHB South (GP),,Fortuner,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",150 kW,I4,R 6 740  p/m,63 511km,7,Petrol,5,2021,Blue,5, No,,Dekra Green,2.0T Premium DCT,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",8BC105481,,60 l,, A,R 350 900 ,Haval,,1967 cc,Dome (GP),,H6,Automatic
[],180 kW,I4,R 6 740  p/m,68 000km,8,Petrol,7,2019,Black,5, No,10.9 l/100km,Dekra Green,2.0 Luxury 4x4 Auto,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",BCE403677,,80 l,DOM C114, A,R 350 900 ,Haval,,1967 cc,Dome (GP),,H9,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",85 kW,I4,R 6 740  p/m,36 577km,6,Petrol,5,2019,Silver,5,Yes,6.4 l/100km,Dekra Platinum,1.2T Luxury CVT,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",C7FF03937,,50 l,DOME A027, A,R 350 900 ,Toyota,,1197 cc,Dome (GP),,C-HR,Automatic
['Reverse camera'],130 kW,I4,,190 000km,6,Diesel,7,2016,White,5,Yes,8 l/100km,Dekra Gold,2.8gd-6 R/B Auto,R,Sports Utility Vehicle (SUV),"Complete, Up To Date",4CBE08470,,80 l,, A,R 351 000 ,Toyota,,2755 cc,Gqeberha (EC),,Fortuner,Automatic
[],110 kW,I4,,111 000km,7,Diesel,5,2017,Silver,5,Yes,6.1 l/100km,Dekra Platinum,2.0 TDI Comfortline 4/mot DSG,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",5A0706549,,60 l,, A,R 351 000 ,Volkswagen,,1968 cc,Richmond (WC),,Tiguan,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",85 kW,I4,R 6 740  p/m,56 827km,6,Petrol,5,2022,Silver,5,Yes,6.3 l/100km,Dekra Platinum,1.2T,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",842911426,,50 l,Near: GER f044, A,R 350 900 ,Toyota,,1197 cc,Germiston (GP),,C-HR,Manual
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",121 kW,I4,R 6 686  p/m,43 000km,6,Petrol,5,2019,White,5,Yes,6.83 l/100km,Dekra Platinum,2.0 Dynamic Auto,F,Sports Utility Vehicle (SUV),Partial but Up to Date,65F603293,,56 l,RIC G032, A,R 347 900 ,Mazda,,1998 cc,Richmond (WC),,CX-5,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",145 kW,I4,R 6 759  p/m,63 300km,6,Diesel,5,2017,White,5,Yes,8 l/100km,Dekra Platinum,Santa FE R2.2 Elite Auto,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",4C9305599,,64 l,Near: POL B019, A,R 351 900 ,Hyundai,,2199 cc,Polokwane (L),,Santa-FE,Automatic
['CarPlay or Android Auto'],75 kW,I4,R 6 686  p/m,44 000km,4,Petrol,5,2022,Blue,3,Yes,6.8 l/100km,Dekra Platinum,1.5 GLX Auto,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",C96403859,,40 l,, A,R 347 900 ,Suzuki,,1462 cc,Riverhorse (KZN),2024/09/19,Jimny,Automatic
[],115 kW,I4,R 6 740  p/m,95 000km,7,Petrol,5,2018,White,5,Yes,5.2 l/100km,Dekra Platinum,A 200 Style Auto,F,Hatchback,"Complete, Up To Date",F35D04751,,50 l,, A,R 350 900 ,Mercedes-Benz,,1595 cc,Silver Lakes (GP),,A Class,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",85 kW,I3,R 6 686  p/m,63 250km,7,Petrol,5,2022,Silver,5,Yes,5.4 l/100km,Dekra Gold,1.0 TSI Highline DSG,F,Crossover (SUV),Partial,103803064,,40 l,, A,R 347 900 ,Volkswagen,,999 cc,Polokwane (L),2025/01/25,T-Cross,Automatic
"['Reverse camera', 'Auto stop-start']",135 kW,I4,R 6 740  p/m,80 237km,8,Diesel,5,2016,White,4,Yes,4.5 l/100km,Dekra Green,520d Auto M Sport (F10),R,Sedan,"Complete, Up To Date",84F913655,,70 l,, A,R 350 900 ,BMW,,1995 cc,Silver Lakes (GP),,5 Series,Automatic
['Auto stop-start'],135 kW,I4,,74 608km,8,Diesel,5,2016,Grey,5,Yes,5 l/100km,Dekra Green,xDrive20d Xline Auto,R,Sports Utility Vehicle (SUV),Partial,95FF07906,,61 l,, A,R 343 000 ,BMW,,1995 cc,Springfield (KZN),,X1,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",120 kW,I4,R 6 686  p/m,68 349km,7,Petrol,5,2018,Red,5, No,5.6 l/100km,Dekra Platinum,A 200 Auto,F,Hatchback,"Complete, Up To Date",259E13533,,48 l,, A,R 379 900,Mercedes-Benz,,1332 cc,Richmond (WC),2024/09/27,A Class,Automatic
"['Reverse camera', 'Auto stop-start']",165 kW,I4,,145 512km,8,Diesel,7,2015,Black,5,Yes,5.8 l/100km,Dekra Green,D5 Inscription AWD,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",F51F08271,,71 l,, A,R 350 000 ,Volvo,,1969 cc,Dome (GP),,Xc90,Automatic
[],140 kW,I4,R 6 686  p/m,116 140km,8,Diesel,5,2017,White,5,Yes,4.7 l/100km,Dekra Platinum,D4 Momentum Geartronic (drive-E),F,Sports Utility Vehicle (SUV),"Complete, Up To Date",EF7010806,,70 l,JBS E060, A,R 347 900 ,Volvo,,1969 cc,JHB South (GP),,Xc60,Automatic
['CarPlay or Android Auto'],75 kW,I4,R 6 722  p/m,6 100km,5,Petrol,5,2022,Green,3,Yes,6.3 l/100km,Dekra Platinum,1.5 GLX,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",13B412116,,40 l,CPT d049, A,R 349 900 ,Suzuki,,1462 cc,Brackenfell (WC),2025/09/30,Jimny,Manual
['Reverse camera'],85 kW,I3,,25 000km,7,Petrol,5,2021,Green,5,Yes,5.4 l/100km,Dekra Platinum,1.0 TSI Comfortline DSG,F,Crossover (SUV),"Complete, Up To Date",175B08535,,40 l,, A,R 347 000 ,Volkswagen,,999 cc,Gqeberha (EC),,T-Cross,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",179 kW,V6,R 6 722  p/m,91 164km,8,Diesel,5,2017,White,5, No,7.5 l/100km,Dekra Green,3.0l V6 CRD Summit,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",80CA13222,,93 l,BPWCBRCPOD C074, A,R 349 900 ,Jeep,,2987 cc,Brackenfell (WC),,Grand Cherokee,Automatic
[],103 kW,I4,,48 000km,,Petrol,5,2022,White,5, No,6.8 l/100km,Dekra Platinum,1.8 XS,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",06F507899,2026/08/18,47 l,, A,R 347 000 ,Toyota,,1798 cc,Richmond (WC),2025/08/18,Corolla Cross,Automatic
[],,,R 6 722  p/m,69 000km,,,,2021,Silver,,Yes,,Dekra Green,2.0 TD Double Cab LT 4x2,,,Complete but Due,301607301,,,, A,R 349 900 ,GWM,,,Gqeberha (EC),2026/12/28,P-Series,
[],150 kW,I4,,131 105km,9,Diesel,5,2016,Silver,5, No,5 l/100km,Dekra Gold,250d OFF Road,FR,Sports Utility Vehicle (SUV),Partial,BEF207347,,,, A,R 347 000 ,Mercedes-Benz,,2143 cc,Dome (GP),,GLC,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",126 kW,I4,R 6 722  p/m,76 427km,,Petrol,5,2019,Blue,5,Yes,6.2 l/100km,Dekra Green,200 EX,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",85CF02720,2026/03/14,47 l,DOM B068, A,R 349 900 ,Lexus,,1987 cc,Dome (GP),2026/03/14,UX,Automatic
['CarPlay or Android Auto'],209 kW,V6,R 6 686  p/m,103 000km,8,Petrol,5,2017,Black,5,Yes,10.4 l/100km,Dekra Platinum,3.6 Overland,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",EBCE09660,,94 l,, A,R 347 900 ,Jeep,,3604 cc,Midstream (GP),,Grand Cherokee,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",120 kW,I4,R 6 722  p/m,141 000km,7,Petrol,5,2020,Grey,4, No,5.2 l/100km,Dekra Green,A200 (4dr),F,Sedan,Partial,2C1B03037,,48 l,, A,R 349 900 ,Mercedes-Benz,,1332 cc,Midstream (GP),,A Class Sedan,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",125 kW,I4,R 6 686  p/m,131 000km,9,Diesel,5,2016,White,5,Yes,5 l/100km,Dekra Green,220d,FR,Sports Utility Vehicle (SUV),Partial,AE3F03232,,,CPT E057, A,R 347 900 ,Mercedes-Benz,,2143 cc,Brackenfell (WC),,GLC,Automatic
"['Reverse camera', 'Auto stop-start']",110 kW,I4,R 6 722  p/m,161 795km,8,Diesel,5,2019,Silver,5,Yes,3.8 l/100km,Dekra Green,A 200d Auto,F,Hatchback,"Complete, Up To Date",0A2404010,,50 l,MID E037, A,R 349 900 ,Mercedes-Benz,,1950 cc,Midstream (GP),,A Class,Automatic
[],200 kW,V6,R 6 668  p/m,142 000km,5,Petrol,5,2012,Red,5, No,11.6 l/100km,Dekra Gold,FJ 4.0 V6 Cruiser,FR,Sports Utility Vehicle (SUV),Partial but Up to Date,408303893,,72 l,SIL j041, A,R 362 900,Toyota,,3956 cc,Silver Lakes (GP),,FJ Cruiser,Automatic
['Reverse camera'],131 kW,I4,R 6 722  p/m,41 591km,6,Diesel,5,2017,Silver,5,Yes,7.9 l/100km,Dekra Platinum,2.0 CRDi Elite Auto,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",7EE206051,,62 l,, A,R 349 900 ,Hyundai,,1995 cc,George (WC),,Tucson,Automatic
[],110 kW,I4,R 6 668  p/m,146 791km,6,Diesel,7,2016,Grey,5, No,7.9 l/100km,Dekra Gold,2.4gd-6 R/B Auto,R,Sports Utility Vehicle (SUV),Partial,E0FD05364,,80 l,SIL j035, A,R 362 900,Toyota,,2393 cc,Silver Lakes (GP),,Fortuner,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",89 kW,I3,R 6 704  p/m,5 000km,7,Petrol,5,2022,Red,5,Yes,6.9 l/100km,Dekra Platinum,1.0tgdi N-Line DCT,F,Hatchback,"Complete, Up To Date",DFEB02140,2029/05/05,37 l,RIC I002, A,R 356 900,Hyundai,,998 cc,Richmond (WC),2029/05/05,i20,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",85 kW,I4,R 6 704  p/m,65 000km,6,Petrol,5,2020,White,5,Yes,6.4 l/100km,Dekra Platinum,1.2T Plus CVT,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",983506846,,50 l,DOME C134, A,R 348 900 ,Toyota,,1197 cc,Dome (GP),,C-HR,Automatic
"['CarPlay or Android Auto', 'Auto stop-start']",125 kW,I4,R 6 668  p/m,152 000km,9,Diesel,5,2017,Silver,5,Yes,5 l/100km,Dekra Gold,220d Exclusive,FR,Sports Utility Vehicle (SUV),Partial,DD1800010,,50 l,Near: RIC G074, A,R 346 900 ,Mercedes-Benz,,2143 cc,Richmond (WC),,GLC,Automatic
[],132 kW,I4,R 6 704  p/m,128 000km,9,Diesel,7,2017,White,5,Yes,5.43 l/100km,Dekra Green,2.0i4 D HSE,FR,Sports Utility Vehicle (SUV),Partial,F78104059,,65 l,, A,R 348 900 ,Land Rover,,1999 cc,JHB South (GP),,Discovery Sport,Automatic
[],75 kW,I4,R 6 649  p/m,1 554km,5,Petrol,5,2019,White,3,Yes,6.3 l/100km,Dekra Platinum,1.5 GLX,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",7A3410888,,40 l,, A,R 345 900 ,Suzuki,,1462 cc,Gqeberha (EC),2024/10/14,Jimny,Manual
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",105 kW,I4,R 6 686  p/m,29 365km,7,Petrol,5,2021,Green,5,Yes,7.5 l/100km,Dekra Platinum,Jolion 1.5T Super Luxury DCT,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",45AD07418,,57 l,, A,R 347 900 ,Haval,,1497 cc,Dome (GP),2026/10/21,H2 Jolion,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",130 kW,I4,R 6 649  p/m,10 061km,,Petrol,5,2023,Yellow,5,Yes,7.7 l/100km,Dekra Platinum,1.5T Dynamic Auto,F,Sports Utility Vehicle (SUV),Complete but Due,159208224,,55 l,, A,R 345 900 ,Baic,,1498 cc,Silver Lakes (GP),2027/01/01,X55,Automatic
[],110 kW,I4,R 6 686  p/m,115 217km,6,Diesel,7,2016,White,5,Yes,7.9 l/100km,Dekra Green,2.4gd-6 R/B Auto,R,Sports Utility Vehicle (SUV),Partial,BA1F11400,,80 l,, A,R 347 900 ,Toyota,,2393 cc,Germiston (GP),,Fortuner,Automatic
"['Reverse camera', 'Auto stop-start']",265 kW,I4,R 6 649  p/m,110 000km,7,Petrol,5,2015,Black,5,Yes,7.4 l/100km,Dekra Green,45 AMG,FR,Sports Utility Vehicle (SUV),Partial,3F6306915,,56 l,JBS g091, A,R 345 900 ,Mercedes-Benz,,1991 cc,JHB South (GP),,GLA,Automatic
"['Reverse camera', 'Auto stop-start']",147 kW,I4,R 6 686  p/m,128 200km,6,Petrol,5,2020,White,5,Yes,5.9 l/100km,Dekra Gold,2.0 GTI DSG (147 KW),F,Hatchback,"Complete, Up To Date",6C0605988,,45 l,, A,R 347 900 ,Volkswagen,,1998 cc,JHB South (GP),,Polo,Automatic
"['CarPlay or Android Auto', 'Auto stop-start']",110 kW,I4,R 6 649  p/m,125 000km,6,Petrol,5,2020,Silver,5,Yes,6.1 l/100km,Dekra Gold,1.4 TSI Comfortline DSG (110 KW),F,Sports Utility Vehicle (SUV),"Complete, Up To Date",FE1610770,,58 l,, A,R 345 900 ,Volkswagen,,1395 cc,Midstream (GP),,Tiguan,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",177 kW,I4,R 6 686  p/m,138 132km,9,Petrol,5,2016,White,5,Yes,7.5 l/100km,Dekra Gold,2.0 SI4 HSE Dynamic,FR,Sports Utility Vehicle (SUV),Partial but Up to Date,7CF904661,,68 l,, A,R 347 900 ,Land Rover,,1999 cc,Brackenfell (WC),,Range Rover Evoque,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",110 kW,I4,R 6 686  p/m,109 000km,6,Petrol,5,2019,Silver,5,Yes,6.1 l/100km,Dekra Platinum,1.4 TSI Comfortline DSG (110 KW),F,Sports Utility Vehicle (SUV),"Complete, Up To Date",685104460,,58 l,, A,R 347 900 ,Volkswagen,,1395 cc,JHB South (GP),,Tiguan,Automatic
['Auto stop-start'],150 kW,I4,R 6 649  p/m,16 000km,6,Petrol,5,2022,Red,5,Yes,6.6 l/100km,Dekra Green,2.0 Dynamic Auto,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",DA8807311,,51 l,, A,R 345 900 ,Mazda,,1998 cc,Germiston (GP),2021/12/17,CX-30,Automatic
[],100 kW,I3,R 6 649  p/m,40 000km,6,Petrol,5,2018,White,5, No,5.45 l/100km,Dekra Platinum,sDrive18i (F48),F,Sports Utility Vehicle (SUV),"Complete, Up To Date",745001624,,63 l,Near: RIC C004, A,R 345 900 ,BMW,,1499 cc,Richmond (WC),,X1,Manual
"['CarPlay or Android Auto', 'Auto stop-start']",100 kW,I3,R 6 649  p/m,64 120km,8,Petrol,5,2018,White,5,Yes,5.1 l/100km,Dekra Platinum,118i Edition Sport Line Shadow 5-Door Auto (F20),R,Hatchback,"Complete, Up To Date",F75B09033,,52 l,MID E063, A,R 345 900 ,BMW,,1499 cc,Midstream (GP),,1 Series,Automatic
[],110 kW,I4,R 6 649  p/m,91 000km,6,Diesel,7,2016,White,5,Yes,7 l/100km,Dekra Platinum,2.4gd-6 R/B,R,Sports Utility Vehicle (SUV),Partial but Up to Date,298A06102,,80 l,JBS E029, A,R 345 900 ,Toyota,,2393 cc,JHB South (GP),,Fortuner,Manual
['Auto stop-start'],85 kW,I3,R 6 649  p/m,57 000km,7,Petrol,5,2020,Silver,5,Yes,4.7 l/100km,Dekra Platinum,Sportback 1.0 TFSI Stronic (30 TFSI),F,Hatchback,"Complete, Up To Date",D4B414324,2025/01/31,50 l,, A,R 345 900 ,Audi,,999 cc,Silver Lakes (GP),,A3,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",130 kW,I4,R 6 649  p/m,10 061km,,Petrol,5,2023,Yellow,5,Yes,7.7 l/100km,Dekra Platinum,1.5T Dynamic Auto,F,Sports Utility Vehicle (SUV),Complete but Due,159208224,,55 l,, A,R 345 900 ,Baic,,1498 cc,Silver Lakes (GP),2027/01/01,X55,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",150 kW,I4,R 6 649  p/m,74 000km,7,Petrol,5,2021,White,5,Yes,,Dekra Gold,2.0T Premium DCT,F,Sports Utility Vehicle (SUV),Complete but Due,B14B05305,,60 l,, A,R 361 900,Haval,,1967 cc,Germiston (GP),2025/08/31,H6,Automatic
[],100 kW,I3,R 6 649  p/m,40 000km,6,Petrol,5,2018,White,5, No,5.45 l/100km,Dekra Platinum,sDrive18i (F48),F,Sports Utility Vehicle (SUV),"Complete, Up To Date",745001624,,63 l,Near: RIC C004, A,R 345 900 ,BMW,,1499 cc,Richmond (WC),,X1,Manual
"['Reverse camera', 'Auto stop-start']",103 kW,I3,R 6 649  p/m,119 000km,7,Petrol,5,2019,White,5,Yes,6.3 l/100km,Dekra Gold,sDrive18i M Sport Auto (F39),F,Sports Utility Vehicle (SUV),Complete but Due,B41A06374,,51 l,, A,R 345 900 ,BMW,,1499 cc,Riverhorse (KZN),,X2,Automatic
['Auto stop-start'],85 kW,I3,R 6 649  p/m,57 000km,7,Petrol,5,2020,Silver,5,Yes,4.7 l/100km,Dekra Platinum,Sportback 1.0 TFSI Stronic (30 TFSI),F,Hatchback,"Complete, Up To Date",D4B414324,2025/01/31,50 l,, A,R 345 900 ,Audi,,999 cc,Silver Lakes (GP),,A3,Automatic
"['CarPlay or Android Auto', 'Auto stop-start']",100 kW,I3,R 6 649  p/m,64 120km,8,Petrol,5,2018,White,5,Yes,5.1 l/100km,Dekra Platinum,118i Edition Sport Line Shadow 5-Door Auto (F20),R,Hatchback,"Complete, Up To Date",F75B09033,,52 l,MID E063, A,R 345 900 ,BMW,,1499 cc,Midstream (GP),,1 Series,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",150 kW,I4,R 6 649  p/m,74 000km,7,Petrol,5,2021,White,5,Yes,,Dekra Gold,2.0T Premium DCT,F,Sports Utility Vehicle (SUV),Complete but Due,B14B05305,,60 l,, A,R 361 900,Haval,,1967 cc,Germiston (GP),2025/08/31,H6,Automatic
[],110 kW,I4,R 6 649  p/m,91 000km,6,Diesel,7,2016,White,5,Yes,7 l/100km,Dekra Platinum,2.4gd-6 R/B,R,Sports Utility Vehicle (SUV),Partial but Up to Date,298A06102,,80 l,JBS E029, A,R 345 900 ,Toyota,,2393 cc,JHB South (GP),,Fortuner,Manual
['Reverse camera'],110 kW,I4,R 6 631  p/m,124 700km,6,Diesel,7,2017,White,5,Yes,7 l/100km,Dekra Gold,2.4gd-6 R/B,R,Sports Utility Vehicle (SUV),Unverified Service History,F77B03953,,80 l,Near: DOM B001 upstairs , A,R 351 900,Toyota,,2393 cc,Dome (GP),,Fortuner,Manual
[],118 kW,I4,R 6 631  p/m,116 000km,6,Diesel,7,2019,Grey,5,Yes,7.3 l/100km,Dekra Gold,2.2 TDCi XLT Auto,R,Sports Utility Vehicle (SUV),Complete but Due,79EA05016,,80 l,RIC C043, A,R 344 900 ,Ford,,2198 cc,Richmond (WC),,Everest,Automatic
['Reverse camera'],85 kW,I3,R 6 631  p/m,121 000km,7,Petrol,5,2022,Silver,5,Yes,5.4 l/100km,Dekra Gold,1.0 TSI R-Line DSG,F,Sports Utility Vehicle (SUV),No record,1F4606846,,40 l,, A,R 344 900 ,Volkswagen,,999 cc,Silver Lakes (GP),,Taigo,Automatic
"['Reverse camera', 'Auto stop-start']",140 kW,I4,R 6 631  p/m,135 000km,7,Diesel,5,2018,White,2, No,4.2 l/100km,Dekra Green,2.0 TDI Stronic Sport (40 Tdi),F,Coupe,"Complete, Up To Date",6DBA02142,,54 l,Near: MID F055, A,R 344 900 ,Audi,,1968 cc,Midstream (GP),,A5,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",147 kW,I5,R 6 631  p/m,138 000km,6,Diesel,7,2019,White,5,Yes,8.2 l/100km,Dekra Green,3.2 TDCi XLT 4x4 Auto,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",C5A212999,,80 l,, A,R 344 900 ,Ford,,3198 cc,Brackenfell (WC),2025/02/22,Everest,Automatic
[],75 kW,I4,R 6 631  p/m,6 630km,5,Petrol,5,2022,White,3,Yes,6.3 l/100km,Dekra Platinum,1.5 GL,FR,Sports Utility Vehicle (SUV),Complete but Due,7D1406928,,40 l,, A,R 344 900 ,Suzuki,,1462 cc,Dome (GP),2026/04/13,Jimny,Manual
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",187 kW,I4,R 6 631  p/m,80 143km,8,Petrol,5,2018,White,4, No,6.5 l/100km,Dekra Green,T5 Momentum Geartronic,F,Sedan,"Complete, Up To Date",4E1810559,,55 l,CPT D126, A,R 344 900 ,Volvo,,1969 cc,Brackenfell (WC),,S90,Automatic
['Auto stop-start'],140 kW,I4,R 6 631  p/m,98 100km,8,Diesel,5,2018,White,4,Yes,4 l/100km,Dekra Green,320d M Sport Auto (F30),R,Sedan,"Complete, Up To Date",09EC14331,,57 l,DOM A153, A,R 344 900 ,BMW,,1995 cc,Dome (GP),,3 Series,Automatic
[],85 kW,I3,R 6 631  p/m,33 627km,7,Petrol,5,2020,White,5,Yes,4.7 l/100km,Dekra Platinum,Sportback 1.0 TFSI Stronic (30 TFSI),F,Hatchback,"Complete, Up To Date",091103947,2025/08/31,50 l,RIC D084, A,R 344 900 ,Audi,,999 cc,Richmond (WC),,A3,Automatic
"['Reverse camera', 'Auto stop-start']",190 kW,V6,R 6 631  p/m,91 000km,7,Diesel,5,2015,White,5,Yes,7.4 l/100km,Dekra Platinum,350 Bluetec,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",9D3611572,,70 l,, A,R 351 900,Mercedes-Benz,,2987 cc,Springfield (KZN),,ML,Automatic
['Auto stop-start'],,,,81 290km,1,Electric,5,2015,Orange,5,Yes,12.75 l/100km,Dekra Platinum,i3,F,Hatchback,"Complete, Up To Date",6A8007780,,,, A,R 335 000 ,BMW,,,Dome (GP),,i3,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",105 kW,I4,R 6 613  p/m,3 131km,6,Petrol,5,2024,White,5,Yes,7.5 l/100km,Dekra Platinum,Jolion 1.5T Luxury,F,Sports Utility Vehicle (SUV),Complete but Due,C42910602,,57 l,CPT C107, A,R 343 900 ,Haval,,1497 cc,Brackenfell (WC),2029/01/01,H2 Jolion,Manual
['Reverse camera'],110 kW,I4,R 6 613  p/m,74 000km,6,Petrol,5,2017,Beige,5,Yes,6.1 l/100km,Dekra Platinum,1.4 TSI Comfortline DSG (110 KW),F,Sports Utility Vehicle (SUV),"Complete, Up To Date",709801509,,58 l,DBN F062, A,R 358 900,Volkswagen,,1395 cc,Springfield (KZN),,Tiguan,Automatic
"['Reverse camera', 'Auto stop-start']",140 kW,I4,R 6 595  p/m,72 000km,7,Petrol,5,2018,Grey,2,Yes,5.1 l/100km,Dekra Green,2.0T FSI Stronic (40 TFSI),F,Coupe,Complete but Due,305208852,,54 l,RIC D013, A,R 342 900 ,Audi,,1998 cc,Richmond (WC),,A5,Automatic
